"time (JD)" Vmag Verr
2458656.5044299997 15.603 0.013000000000000001
2458656.50519 15.61 0.012
2458656.50594 15.61 0.013000000000000001
2458656.50675 15.603 0.012
2458656.5075 15.609000000000002 0.013999999999999999
2458656.50825 15.625 0.012
2458656.509 15.609000000000002 0.013000000000000001
2458656.50979 15.623 0.013000000000000001
2458656.51054 15.584000000000001 0.012
2458656.51131 15.597000000000001 0.013999999999999999
2458656.5120599996 15.614 0.013000000000000001
2458656.51287 15.592 0.013999999999999999
2458656.5144700003 15.585999999999999 0.015
2458656.51522 15.59 0.012
2458656.51597 15.585 0.013000000000000001
2458656.5167799997 15.597000000000001 0.013000000000000001
2458656.51755 15.585999999999999 0.012
2458656.5183 15.567 0.012
2458656.51905 15.575999999999999 0.012
2458656.51991 15.57 0.013000000000000001
2458656.52066 15.588 0.012
2458656.52142 15.613 0.015
2458656.52218 15.552 0.013000000000000001
2458656.52299 15.589 0.013999999999999999
2458656.52374 15.565 0.012
2458656.5245 15.591 0.012
2458656.52525 15.547 0.013000000000000001
2458656.5260400004 15.594000000000001 0.013000000000000001
2458656.5268099997 15.561 0.021
2458656.52756 15.61 0.02
2458656.52832 15.638 0.022000000000000002
2458656.52911 15.628 0.02
2458656.5298599997 15.578 0.022000000000000002
2458656.53063 15.604000000000001 0.022000000000000002
2458656.53219 15.63 0.023
2458656.5329400003 15.634 0.022000000000000002
2458656.53369 15.623 0.022000000000000002
2458656.5344599998 15.652999999999999 0.021
2458656.53525 15.609000000000002 0.022000000000000002
2458656.53601 15.661 0.021
2458656.5375200002 15.607999999999999 0.022000000000000002
2458656.5383200003 15.640999999999998 0.019
2458656.53909 15.616 0.02
2458656.53984 15.630999999999998 0.019
2458656.5405900003 15.613 0.022000000000000002
2458656.5413900004 15.61 0.02
2458656.54215 15.597000000000001 0.023
2458656.54291 15.584000000000001 0.02
2458656.54366 15.57 0.02
2458656.5444400003 15.573 0.02
2458656.54522 15.575 0.02
2458656.54598 15.579 0.02
2458656.54674 15.595 0.021
2458656.54753 15.579 0.022000000000000002
2458656.5483 15.591 0.021
2458656.54905 15.595 0.023
2458656.5498 15.597999999999999 0.022000000000000002
2458656.5506 15.642000000000001 0.022000000000000002
2458656.55135 15.595999999999998 0.021
2458656.55211 15.630999999999998 0.021
2458656.5528700002 15.620999999999999 0.023
2458656.5536700003 15.617 0.024
2458656.55442 15.623 0.024
2458656.55519 15.629000000000001 0.023
2458656.5559400003 15.625 0.027000000000000003
2458656.5567400004 15.6 0.023
2458656.55749 15.605 0.022000000000000002
2458656.55824 15.595 0.025
2458656.559 15.575 0.021
2458656.55985 15.569 0.022000000000000002
2458656.5606 15.567 0.022000000000000002
2458656.56135 15.548 0.024
2458656.56211 15.595 0.024
2458656.56289 15.585 0.027000000000000003
2458656.56365 15.622 0.023
2458656.5644 15.593 0.022000000000000002
2458656.5651599998 15.594000000000001 0.025
2458656.56596 15.585 0.023
2458656.56671 15.582 0.024
2458656.5674799997 15.603 0.024
2458656.56823 15.642999999999999 0.027000000000000003
2458656.56903 15.607999999999999 0.026000000000000002
2458656.56979 15.613 0.027000000000000003
2458656.57054 15.591 0.027000000000000003
2458656.5713 15.578 0.025
2458656.57208 15.622 0.027000000000000003
2458657.4013 15.665 0.027999999999999997
2458657.40205 15.634 0.025
2458657.40285 15.652000000000001 0.027000000000000003
2458657.4036 15.64 0.022000000000000002
2458657.40435 15.622 0.027000000000000003
2458657.4051200002 15.615 0.022000000000000002
2458657.40589 15.584000000000001 0.026000000000000002
2458657.40666 15.634 0.023
2458657.40741 15.579 0.021
2458657.4081599996 15.634 0.022000000000000002
2458657.40897 15.623 0.022000000000000002
2458657.40975 15.637 0.018000000000000002
2458657.4105 15.59 0.016
2458657.41125 15.603 0.019
2458657.41206 15.637 0.017
2458657.4128099997 15.617 0.021
2458657.41356 15.675 0.018000000000000002
2458657.41432 15.634 0.018000000000000002
2458657.41512 15.67 0.017
2458657.41587 15.648 0.017
2458657.41663 15.668 0.018000000000000002
2458657.41738 15.663 0.017
2458657.41817 15.645 0.023
2458657.4189400002 15.607000000000001 0.015
2458657.4196900004 15.665 0.02
2458657.42044 15.677999999999999 0.016
2458657.42124 15.667 0.017
2458657.42199 15.645 0.015
2458657.4227400003 15.671 0.015
2458657.4235 15.630999999999998 0.016
2458657.4243099997 15.652999999999999 0.013000000000000001
2458657.42506 15.623 0.016
2458657.42581 15.637 0.013999999999999999
2458657.42656 15.602 0.013999999999999999
2458657.42738 15.610999999999999 0.013000000000000001
2458657.42814 15.592 0.013000000000000001
2458657.42889 15.603 0.013000000000000001
2458657.42964 15.603 0.013000000000000001
2458657.43045 15.593 0.013999999999999999
2458657.43122 15.579 0.013000000000000001
2458657.4319700003 15.622 0.015
2458657.43272 15.632 0.013000000000000001
2458657.43352 15.630999999999998 0.076
2458657.43502 15.629000000000001 0.013999999999999999
2458657.43579 15.655 0.013999999999999999
2458657.43659 15.615 0.013999999999999999
2458657.43734 15.639000000000001 0.015
2458657.4381 15.634 0.013000000000000001
2458657.43885 15.620999999999999 0.015
2458657.43964 15.64 0.013000000000000001
2458657.44039 15.629000000000001 0.013999999999999999
2458657.44116 15.620999999999999 0.013000000000000001
2458657.44191 15.651 0.012
2458657.4427099996 15.602 0.013000000000000001
2458657.4434599997 15.597000000000001 0.012
2458657.44421 15.635 0.013000000000000001
2458657.44498 15.604000000000001 0.012
2458657.4457900003 15.620999999999999 0.013999999999999999
2458657.4465400004 15.615 0.011000000000000001
2458657.44729 15.63 0.012
2458657.44804 15.612 0.012
2458657.44884 15.624 0.011000000000000001
2458657.4504299997 15.626 0.012
2458657.45118 15.599 0.012
2458657.45193 15.604000000000001 0.012
2458657.45274 15.582 0.015
2458657.4535 15.577 0.012
2458657.45425 15.600999999999999 0.012
2458657.455 15.59 0.013000000000000001
2458657.4558 15.587 0.012
2458657.45656 15.569 0.012
2458657.45733 15.569 0.012
2458657.45888 15.592 0.011000000000000001
2458657.45963 15.585 0.012
2458657.46038 15.575999999999999 0.012
2458657.4611299997 15.574000000000002 0.011000000000000001
2458657.4619400003 15.584000000000001 0.011000000000000001
2458657.4627 15.569 0.01
2458657.46345 15.562999999999999 0.011000000000000001
2458657.4642 15.588 0.011000000000000001
2458657.465 15.614 0.011000000000000001
2458657.46575 15.587 0.011000000000000001
2458657.4665 15.627 0.013000000000000001
2458657.46726 15.609000000000002 0.011000000000000001
2458657.46806 15.620999999999999 0.011000000000000001
2458657.46881 15.630999999999998 0.011000000000000001
2458657.4695599996 15.634 0.011000000000000001
2458657.47031 15.651 0.011000000000000001
2458657.47111 15.636 0.011000000000000001
2458657.47186 15.645 0.013000000000000001
2458657.47262 15.657 0.011000000000000001
2458657.47338 15.651 0.012
2458657.4741700003 15.624 0.011000000000000001
2458657.47492 15.609000000000002 0.011000000000000001
2458657.47567 15.630999999999998 0.011000000000000001
2458657.4764400003 15.636 0.01
2458657.47723 15.630999999999998 0.011000000000000001
2458657.47799 15.619000000000002 0.011000000000000001
2458657.47874 15.604000000000001 0.013999999999999999
2458657.4794900003 15.609000000000002 0.011000000000000001
2458657.4802900003 15.622 0.011000000000000001
2458657.48104 15.613 0.011000000000000001
2458657.48179 15.597999999999999 0.01
2458657.48255 15.588 0.011000000000000001
2458657.48336 15.593 0.01
2458657.48411 15.595999999999998 0.011000000000000001
2458657.4848599997 15.589 0.01
2458657.48561 15.588 0.012
2458657.4864 15.594000000000001 0.01
2458657.48716 15.6 0.011000000000000001
2458657.48792 15.599 0.011000000000000001
2458657.48867 15.585999999999999 0.01
2458657.48947 15.591 0.011000000000000001
2458657.49023 15.595 0.01
2458657.49098 15.609000000000002 0.013000000000000001
2458657.49174 15.600999999999999 0.01
2458657.49253 15.624 0.011000000000000001
2458657.49329 15.635 0.012
2458657.4940400003 15.66 0.016
2458657.4947900004 15.648 0.015
2458657.49559 15.65 0.015
2458657.49634 15.644 0.015
2458657.49711 15.622 0.013999999999999999
2458657.49792 15.642000000000001 0.012
2458657.4987 15.620999999999999 0.011000000000000001
2458657.49947 15.595 0.012
2458657.5002200003 15.606 0.011000000000000001
2458657.50097 15.606 0.011000000000000001
2458657.50178 15.618 0.012
2458657.5025299997 15.59 0.01
2458657.5032900004 15.61 0.01
2458657.50404 15.579 0.011000000000000001
2458657.5048700003 15.583 0.011000000000000001
2458657.50563 15.585999999999999 0.011000000000000001
2458657.50639 15.607999999999999 0.012
2458657.5071400004 15.588 0.011000000000000001
2458657.50794 15.602 0.011000000000000001
2458657.50869 15.597999999999999 0.011000000000000001
2458657.50944 15.595999999999998 0.011000000000000001
2458657.5102 15.607999999999999 0.011000000000000001
2458657.51101 15.622 0.011000000000000001
2458657.5117599997 15.623 0.012
2458657.51252 15.612 0.01
2458657.5141 15.616 0.011000000000000001
2458657.5149 15.630999999999998 0.011000000000000001
2458657.51566 15.63 0.012
2458657.5164099997 15.633 0.011000000000000001
2458657.51716 15.633 0.012
2458657.51796 15.652999999999999 0.012
2458657.51873 15.654000000000002 0.013999999999999999
2458657.51947 15.636 0.011000000000000001
2458657.52023 15.63 0.012
2458657.52103 15.667 0.013000000000000001
2458657.52178 15.668 0.012
2458657.52255 15.665 0.013000000000000001
2458657.5233 15.647 0.012
2458657.52409 15.655999999999999 0.032
2458657.52484 15.617 0.017
2458657.52559 15.655999999999999 0.02
2458657.5263400003 15.640999999999998 0.019
2458657.5271400004 15.655999999999999 0.02
2458657.5279099997 15.633 0.018000000000000002
2458657.52866 15.642000000000001 0.018000000000000002
2458657.52941 15.652999999999999 0.018000000000000002
2458657.53021 15.645999999999999 0.018000000000000002
2458657.5309599997 15.651 0.021
2458657.53171 15.618 0.017
2458657.53248 15.652999999999999 0.022000000000000002
2458657.53326 15.642999999999999 0.019
2458657.53402 15.657 0.02
2458657.53478 15.613 0.019
2458657.53553 15.619000000000002 0.018000000000000002
2458657.53633 15.617 0.033
2458657.53709 15.609000000000002 0.019
2458657.53785 15.627 0.023
2458657.5386 15.597999999999999 0.018000000000000002
2458657.5394 15.634 0.021
2458657.54015 15.634 0.018000000000000002
2458657.54091 15.655999999999999 0.019
2458657.54167 15.593 0.019
2458657.54247 15.638 0.019
2458657.54322 15.623 0.019
2458657.54397 15.635 0.019
2458657.5447299997 15.636 0.022000000000000002
2458657.5455099996 15.630999999999998 0.021
2458657.5462700003 15.579 0.022000000000000002
2458657.54703 15.630999999999998 0.021
2458657.54778 15.640999999999998 0.021
2458657.54868 15.62 0.024
2458657.54943 15.618 0.02
2458657.55017 15.640999999999998 0.021
2458657.55094 15.66 0.021
2458657.55172 15.615 0.022000000000000002
2458657.55248 15.639000000000001 0.021
2458657.5532400003 15.624 0.025
2458657.554 15.61 0.022000000000000002
2458657.55479 15.562999999999999 0.021
2458657.55556 15.58 0.022000000000000002
2458657.55631 15.609000000000002 0.021
2458657.55706 15.578 0.022000000000000002
2458657.55786 15.571 0.021
2458657.55863 15.589 0.024
2458657.55939 15.591 0.021
2458657.56014 15.622 0.025
2458657.56093 15.595 0.024
2458657.56168 15.585 0.021
2458657.56243 15.592 0.023
2458657.56319 15.628 0.024
2458657.56398 15.623 0.024
2458657.5647299998 15.667 0.022000000000000002
2458657.5655 15.679 0.027000000000000003
2458659.40991 15.677 0.02
2458659.41067 15.686 0.021
2458659.4114599996 15.647 0.023
2458659.4122200003 15.669 0.021
2458659.41297 15.620999999999999 0.021
2458659.41373 15.626 0.02
2458659.41455 15.635 0.021
2458659.4153 15.636 0.022000000000000002
2458659.41605 15.675 0.03
2458659.41682 15.603 0.021
2458659.41762 15.679 0.027000000000000003
2458659.41837 15.645999999999999 0.025
2458659.4191400004 15.671 0.025
2458659.4199 15.658 0.027999999999999997
2458659.4207099997 15.705 0.027999999999999997
2458659.42146 15.687000000000001 0.035
2458659.42222 15.698 0.031
2458659.4229900003 15.798 0.05
2458659.42377 15.690999999999999 0.037000000000000005
2458659.42454 15.687999999999999 0.043
2458659.42531 15.710999999999999 0.046
2458659.42608 15.734000000000002 0.040999999999999995
2458659.4268900002 15.617 0.046
2458659.42765 15.672 0.040999999999999995
2458659.4284 15.71 0.039
2458659.42917 15.68 0.033
2458659.42997 15.724 0.046
2458659.43073 15.687000000000001 0.034
2458659.43148 15.715 0.04
2458659.43225 15.649000000000001 0.035
2458659.4330700003 15.63 0.032
2458659.43383 15.65 0.03
2458659.43459 15.615 0.03
2458659.43536 15.584000000000001 0.037000000000000005
2458659.43616 15.642000000000001 0.034
2458659.43693 15.682 0.045
2458659.43769 15.65 0.032
2458659.43845 15.674000000000001 0.034
2458659.43925 15.668 0.033
2458659.44001 15.620999999999999 0.03
2458659.44078 15.657 0.028999999999999998
2458659.44154 15.671 0.025
2458659.44235 15.605 0.026000000000000002
2458659.4431 15.73 0.027999999999999997
2458659.44387 15.686 0.036000000000000004
2458659.44462 15.724 0.036000000000000004
2458659.44543 15.690999999999999 0.042
2458659.44619 15.738 0.043
2458659.44696 15.652000000000001 0.039
2458659.44771 15.704 0.055
2458659.4485 15.62 0.057
2458659.45002 15.636 0.06
2458659.6219200003 15.569 0.027000000000000003
2458659.6228400003 15.565999999999999 0.026000000000000002
2458659.62377 15.552 0.024
2458659.62468 15.539000000000001 0.023
2458659.62568 15.572000000000001 0.022000000000000002
2458659.62659 15.568 0.021
2458659.62751 15.583 0.019
2458659.62843 15.572000000000001 0.02
2458659.62934 15.607000000000001 0.021
2458659.63032 15.571 0.022000000000000002
2458659.63124 15.605 0.024
2458659.63215 15.615 0.026000000000000002
2458659.63307 15.613 0.023
2458659.63398 15.623 0.024
2458659.63501 15.63 0.023
2458659.63595 15.63 0.027999999999999997
2458659.63685 15.632 0.025
2458659.63777 15.628 0.023
2458659.6386700002 15.615 0.021
2458659.63964 15.592 0.025
2458659.6405700003 15.599 0.023
2458659.64147 15.585999999999999 0.022000000000000002
2458659.6424 15.57 0.02
2458659.6433 15.578 0.026000000000000002
2458659.64429 15.552999999999999 0.02
2458659.7328935186 15.287 0.025
2458659.7344444445 15.325 0.026000000000000002
2458659.7360069444 15.332 0.025
2458659.7375694443 15.290999999999999 0.025
2458659.7391203702 15.276 0.023
2458659.740671296 15.29 0.025
2458659.742280093 15.26 0.025
2458659.7438425925 15.276 0.022000000000000002
2458659.7453935184 15.288 0.022000000000000002
2458659.7469444443 15.289000000000001 0.022000000000000002
2458659.74849537 15.297 0.024
2458659.750104166 15.299000000000001 0.023
2458659.7516550925 15.261 0.023
2458659.7532060184 15.280999999999999 0.023
2458659.7547685183 15.322000000000001 0.025
2458659.7563194446 15.297 0.023
2458659.7578819445 15.295 0.025
2458659.7594328704 15.317 0.024
2458659.7609837963 15.299000000000001 0.023
2458659.7625347227 15.32 0.023
2458659.7641435186 15.232999999999999 0.021
2458659.7656944445 15.305 0.023
2458659.7672453704 15.289000000000001 0.023
2458659.7687962963 15.3 0.024
2458659.7694900003 15.824000000000002 0.004
2458659.7703472227 15.229000000000001 0.021
2458659.77097 15.842 0.004
2458659.7719560186 15.299000000000001 0.023
2458659.77245 15.863 0.004
2458659.7735185185 15.28 0.023
2458659.77394 15.865 0.004
2458659.7750694444 15.314 0.024
2458659.77542 15.867 0.004
2458659.7766203703 15.288 0.023
2458659.77691 15.852 0.004
2458659.7782291668 15.29 0.024
2458659.7784 15.850999999999999 0.004
2458659.7797800926 15.308 0.024
2458659.77988 15.856 0.004
2458659.781342593 15.265 0.022000000000000002
2458659.78138 15.845 0.004
2458659.78287 15.852 0.004
2458659.7829050925 15.312999999999999 0.023
2458659.78435 15.844000000000001 0.004
2458659.7844560184 15.25 0.021
2458659.78583 15.849 0.003
2458659.786064815 15.287 0.023
2458659.78731 15.856 0.004
2458659.78881 15.850999999999999 0.004
2458659.7903 15.84 0.004
2458659.79178 15.857000000000001 0.004
2458659.7922685184 15.312999999999999 0.025
2458659.7932599997 15.869000000000002 0.004
2458659.7938310183 15.307 0.026000000000000002
2458659.79475 15.869000000000002 0.004
2458659.7953819446 15.344000000000001 0.026000000000000002
2458659.79623 15.88 0.004
2458659.7969328705 15.284 0.025
2458659.7984837964 15.277999999999999 0.026000000000000002
2458659.8000347223 15.287 0.026000000000000002
2458659.80068 15.880999999999998 0.004
2458659.801585648 15.267000000000001 0.025
2458659.803148148 15.305 0.026000000000000002
2458659.804699074 15.267999999999999 0.025
2458659.80625 15.31 0.027000000000000003
2458659.80663 15.822000000000001 0.004
2458659.807800926 15.220999999999998 0.025
2458659.80816 15.818 0.003
2458659.8093518517 15.27 0.025
2458659.80964 15.841 0.003
2458659.810914352 15.288 0.027000000000000003
2458659.8111099997 15.86 0.004
2458659.812453704 15.276 0.026000000000000002
2458659.81259 15.870999999999999 0.004
2458659.814004629 15.304 0.026000000000000002
2458659.81407 15.862 0.004
2458659.81556 15.857000000000001 0.004
2458659.8155671298 15.32 0.027000000000000003
2458659.81704 15.87 0.004
2458659.817118056 15.28 0.025
2458659.81852 15.859000000000002 0.004
2458659.8186574075 15.343 0.028999999999999998
2458659.82001 15.844000000000001 0.004
2458659.8202199074 15.264000000000001 0.026000000000000002
2458659.82149 15.839 0.004
2458659.8217708333 15.252 0.025
2458659.82296 15.824000000000002 0.004
2458659.823333333 15.288 0.03
2458659.824884259 15.265 0.026000000000000002
2458659.82509 15.844000000000001 0.005
2458659.826423611 15.295 0.026000000000000002
2458659.82657 15.843 0.004
2458659.8280599997 15.855 0.005
2458659.8310599998 15.847999999999999 0.006
2458659.8310879627 15.244000000000002 0.024
2458659.83255 15.870999999999999 0.004
2458659.8326388886 15.293 0.026000000000000002
2458659.83403 15.877 0.005
2458659.8341898154 15.280999999999999 0.025
2458659.8355099997 15.868 0.004
2458659.835740741 15.235 0.024
2458659.837 15.85 0.004
2458659.8385 15.850999999999999 0.004
2458659.84002 15.833 0.004
2458659.8415 15.838 0.004
2458659.84297 15.854000000000001 0.005
2458659.8442708333 15.290999999999999 0.023
2458659.84448 15.863 0.004
2458659.845821759 15.293 0.023
2458659.846 15.864 0.004
2458659.84748 15.880999999999998 0.005
2458659.8489599996 15.864 0.004
2458659.85045 15.865 0.004
2458659.850474537 15.345 0.024
2458659.85193 15.864 0.004
2458659.852025463 15.296 0.025
2458659.85346 15.839 0.005
2458659.8535763887 15.293 0.023
2458659.85493 15.845 0.005
2458659.8551388886 15.32 0.024
2458659.85641 15.869000000000002 0.005
2458659.8566782405 15.32 0.024
2458659.858240741 15.334000000000001 0.024
2458659.8598032407 15.286 0.023
2458659.86084 15.889000000000001 0.005
2458659.861354166 15.327 0.025
2458659.86235 15.888 0.005
2458659.8629513886 15.261 0.024
2458659.8638400002 15.887 0.006
2458659.864513889 15.331 0.024
2458659.86532 15.878 0.005
2458659.866064815 15.285 0.023
2458659.8676157407 15.308 0.024
2458659.86833 15.857000000000001 0.005
2458659.869178241 15.302999999999999 0.023
2458659.8698299997 15.857000000000001 0.005
2458659.870729166 15.284 0.025
2458659.8722800924 15.318 0.025
2458659.8728 15.868 0.006
2458659.8738425924 15.277999999999999 0.025
2458659.87428 15.863 0.006
2458659.8753819442 15.322000000000001 0.025
2458659.8757599997 15.865 0.008
2458659.87693287 15.315 0.026000000000000002
2458659.87725 15.866 0.008
2458659.883148148 15.332 0.035
2458659.884710648 15.325999999999999 0.036000000000000004
2458659.886261574 15.319 0.039
2458659.8878125 15.367 0.044000000000000004
2458661.0935299997 15.675 0.013999999999999999
2458661.09473 15.673 0.013999999999999999
2458661.0956099997 15.669 0.013999999999999999
2458661.09678 15.677 0.013999999999999999
2458661.09766 15.657 0.013999999999999999
2458661.09878 15.694 0.013999999999999999
2458661.0997099997 15.628 0.013000000000000001
2458661.10087 15.65 0.013999999999999999
2458661.10178 15.655 0.013000000000000001
2458661.10287 15.662 0.013000000000000001
2458661.10383 15.642999999999999 0.013000000000000001
2458661.10483 15.620999999999999 0.013000000000000001
2458661.10587 15.65 0.013000000000000001
2458661.10676 15.658 0.013999999999999999
2458661.10794 15.644 0.013999999999999999
2458661.10883 15.677 0.013999999999999999
2458661.11013 15.693 0.013999999999999999
2458661.1113 15.694 0.013999999999999999
2458661.11212 15.663 0.013999999999999999
2458661.11301 15.668 0.013999999999999999
2458661.1142 15.66 0.013000000000000001
2458661.1152 15.652999999999999 0.013000000000000001
2458661.1162799997 15.682 0.013999999999999999
2458661.11716 15.645 0.013000000000000001
2458661.1183599997 15.682 0.013999999999999999
2458661.11925 15.652999999999999 0.013999999999999999
2458661.12044 15.645 0.013999999999999999
2458661.12145 15.665999999999999 0.013999999999999999
2458661.12255 15.665999999999999 0.013999999999999999
2458661.12354 15.67 0.013999999999999999
2458661.12463 15.66 0.013000000000000001
2458661.12561 15.669 0.013999999999999999
2458661.12656 15.665999999999999 0.013999999999999999
2458661.1274900003 15.668 0.013999999999999999
2458661.12865 15.687000000000001 0.013999999999999999
2458661.12957 15.7 0.013999999999999999
2458661.1307200002 15.697000000000001 0.013999999999999999
2458661.13166 15.685 0.013999999999999999
2458661.13282 15.690999999999999 0.013999999999999999
2458661.13377 15.700999999999999 0.013999999999999999
2458661.1349 15.675 0.013999999999999999
2458661.13581 15.698 0.013999999999999999
2458661.13693 15.697000000000001 0.013999999999999999
2458661.1378599997 15.661 0.013999999999999999
2458661.13876 15.67 0.013999999999999999
2458661.13991 15.665999999999999 0.013999999999999999
2458661.14078 15.662 0.013999999999999999
2458661.14194 15.687000000000001 0.013999999999999999
2458661.1428400003 15.658 0.013999999999999999
2458661.14403 15.626 0.013999999999999999
2458661.1449 15.648 0.013999999999999999
2458661.14602 15.649000000000001 0.013999999999999999
2458661.14696 15.659 0.013999999999999999
2458661.1481 15.675999999999998 0.013000000000000001
2458661.14904 15.671 0.013999999999999999
2458661.1501700003 15.667 0.013999999999999999
2458661.1511 15.648 0.013999999999999999
2458661.15222 15.687999999999999 0.013999999999999999
2458661.1531599998 15.698 0.013999999999999999
2458661.1543799997 15.683 0.013999999999999999
2458661.15527 15.669 0.013999999999999999
2458661.15606 15.682 0.013999999999999999
2458661.15727 15.681 0.013999999999999999
2458661.15822 15.667 0.013999999999999999
2458661.15936 15.673 0.013999999999999999
2458661.1603 15.652999999999999 0.013999999999999999
2458661.16145 15.665 0.015
2458661.16238 15.655999999999999 0.013999999999999999
2458661.1633900004 15.657 0.013999999999999999
2458661.16434 15.645999999999999 0.013999999999999999
2458661.16547 15.637 0.013999999999999999
2458661.16642 15.672 0.015
2458661.16758 15.635 0.013999999999999999
2458661.1685200003 15.675999999999998 0.013999999999999999
2458661.16968 15.640999999999998 0.013999999999999999
2458661.17063 15.675 0.013999999999999999
2458661.1718200003 15.718 0.015
2458661.1727299998 15.681 0.015
2458661.17395 15.671 0.016
2458661.1769 15.716 0.015
2458661.1781099997 15.697000000000001 0.015
2458661.17905 15.695 0.015
2458661.18021 15.679 0.015
2458661.18113 15.67 0.015
2458661.1822900004 15.66 0.013999999999999999
2458661.18322 15.675 0.015
2458661.18438 15.635 0.015
2458661.1853 15.661 0.013999999999999999
2458661.18646 15.671 0.015
2458661.18738 15.665999999999999 0.015
2458661.18854 15.687000000000001 0.015
2458661.1894799997 15.669 0.015
2458661.19063 15.674000000000001 0.015
2458661.19155 15.695 0.015
2458661.19272 15.710999999999999 0.015
2458661.19363 15.700999999999999 0.015
2458661.19479 15.706 0.015
2458661.19572 15.695 0.015
2458661.1968799997 15.667 0.015
2458661.1978700003 15.673 0.015
2458661.199 15.658 0.015
2458661.1998099997 15.652000000000001 0.015
2458661.20101 15.644 0.015
2458661.20191 15.645999999999999 0.015
2458661.2031400003 15.673 0.016
2458661.20406 15.673 0.016
2458661.20522 15.664000000000001 0.016
2458661.2062 15.661 0.016
2458661.2073 15.662 0.016
2458661.20833 15.673 0.017
2458661.20925 15.667 0.017
2458661.2102 15.675 0.016
2458661.21142 15.671 0.017
2458661.21233 15.686 0.017
2458661.21356 15.690999999999999 0.017
2458661.21458 15.684000000000001 0.018000000000000002
2458661.2155 15.677999999999999 0.017
2458661.21645 15.681 0.018000000000000002
2458661.21767 15.665999999999999 0.016
2458661.21859 15.659 0.016
2458661.2198099997 15.654000000000002 0.015
2458661.22084 15.625 0.016
2458661.22175 15.614 0.015
2458661.22271 15.625 0.015
2458661.2236200003 15.623 0.015
2458661.22468 15.661 0.016
2458661.22547 15.64 0.015
2458661.22662 15.610999999999999 0.015
2458661.22745 15.618 0.015
2458661.22854 15.602 0.015
2458661.22957 15.606 0.015
2458661.23067 15.612 0.015
2458661.2316799997 15.661 0.016
2458661.23285 15.675 0.017
2458661.2337 15.645 0.017
2458661.23449 15.634 0.016
2458661.23565 15.655999999999999 0.016
2458661.2366 15.66 0.016
2458661.23782 15.697000000000001 0.016
2458661.23874 15.642999999999999 0.015
2458661.23997 15.664000000000001 0.016
2458661.24078 15.647 0.016
2458661.24211 15.639000000000001 0.015
2458661.24296 15.640999999999998 0.016
2458661.24413 15.673 0.017
2458661.24493 15.663 0.016
2458661.2461 15.654000000000002 0.016
2458661.24694 15.655999999999999 0.017
2458661.24775 15.649000000000001 0.016
2458661.24874 15.633 0.016
2458661.24975 15.647 0.016
2458661.25091 15.642999999999999 0.017
2458661.25188 15.675999999999998 0.017
2458661.2527900003 15.648 0.016
2458661.2537 15.65 0.017
2458661.25455 15.648 0.017
2458661.25535 15.655999999999999 0.016
2458661.2562599997 15.655999999999999 0.016
2458661.25733 15.645 0.016
2458661.25814 15.633 0.016
2458661.25906 15.642999999999999 0.016
2458661.25999 15.65 0.017
2458661.26095 15.645999999999999 0.018000000000000002
2458661.26194 15.620999999999999 0.016
2458661.26275 15.644 0.017
2458661.26359 15.637 0.018000000000000002
2458661.26472 15.642000000000001 0.018000000000000002
2458661.2655599997 15.642000000000001 0.018000000000000002
2458661.26637 15.68 0.017
2458661.26716 15.665 0.018000000000000002
2458661.26834 15.645999999999999 0.018000000000000002
2458661.26929 15.642999999999999 0.018000000000000002
2458661.27053 15.662 0.017
2458661.27133 15.645999999999999 0.019
2458661.2723 15.664000000000001 0.017
2458661.27317 15.665 0.017
2458661.27412 15.677 0.017
2458661.27514 15.684000000000001 0.019
2458661.2759700003 15.68 0.021
2458661.27692 15.714 0.02
2458661.2781700003 15.665 0.021
2458661.27897 15.700999999999999 0.021
2458661.27988 15.628 0.019
2458661.2808 15.69 0.019
2458661.2817599997 15.658 0.018000000000000002
2458661.28278 15.665999999999999 0.019
2458661.2836 15.645999999999999 0.019
2458661.41076 15.577 0.018000000000000002
2458661.4115400002 15.572000000000001 0.017
2458661.41235 15.6 0.02
2458661.4131 15.595999999999998 0.017
2458661.4138700003 15.593 0.018000000000000002
2458661.41463 15.591 0.018000000000000002
2458661.41544 15.607000000000001 0.018000000000000002
2458661.4162 15.609000000000002 0.017
2458661.41697 15.617 0.017
2458661.4177200003 15.617 0.018000000000000002
2458661.4201599997 15.648 0.015
2458661.42093 15.667 0.017
2458661.42168 15.622 0.015
2458661.4224799997 15.607999999999999 0.015
2458661.4232400004 15.648 0.015
2458661.42399 15.609000000000002 0.015
2458661.42476 15.651 0.016
2458661.42557 15.640999999999998 0.015
2458661.4263299997 15.644 0.016
2458661.4270900004 15.651 0.015
2458661.42785 15.623 0.017
2458661.4286599997 15.644 0.015
2458661.42942 15.622 0.015
2458661.43019 15.642000000000001 0.017
2458661.4309400003 15.632 0.013999999999999999
2458661.4317400004 15.638 0.015
2458661.43249 15.639000000000001 0.015
2458661.43325 15.652999999999999 0.017
2458661.434 15.642999999999999 0.013999999999999999
2458661.43481 15.637 0.015
2458661.43557 15.642999999999999 0.015
2458661.43633 15.651 0.013999999999999999
2458661.43709 15.68 0.017
2458661.43791 15.642000000000001 0.013999999999999999
2458661.43867 15.669 0.015
2458661.43943 15.669 0.013999999999999999
2458661.44019 15.681 0.016
2458661.441 15.695 0.013999999999999999
2458661.44175 15.683 0.015
